,latitude,longitude,Usage
133,28.45000633,77.01999101,132.6
134,26.44999921,74.63998124,240.4
135,28.6699929,77.23000403,76.6
136,27.59998069,78.05000565,286.8
137,30.32040895,78.05000565,39.2
138,31.10002545,77.16659704,31.0
139,33.45,76.24,53.2
140,30.71999697,76.78000565,4.3
141,22.09042035,82.15998734,68.1
142,22.2587,71.1924,320.7
143,21.30039105,76.13001949,227.4
144,19.25023195,73.16017493,408.6
145,15.491997,73.81800065,12.9
146,20.26657819,73.0166178,18.6
147,14.7504291,78.57002559,171.2
148,18.1124,79.0193,194.9
149,12.57038129,76.91999711,217.5
150,8.900372741,76.56999263,75.4
151,12.92038576,79.15004187,298.3
152,11.93499371,79.83000037,7.2
153,25.78541445,87.4799727,76.4
154,23.80039349,86.41998572,22.6
155,19.82042971,85.90001746,62.9
156,22.58039044,88.32994665,106.4
157,27.3333303,88.6166475,2.0
158,27.10039878,93.61660071,2.2
159,26.7499809,94.21666744,21.7
160,24.79997072,93.95001705,2.7
161,25.57049217,91.8800142,6.2
162,23.71039899,92.72001461,1.9
163,25.6669979,94.11657019,2.3
164,23.83540428,91.27999914,3.3
165,31.51997398,75.98000281,118.0
166,28.45000633,77.01999101,132.1
167,26.44999921,74.63998124,241.9
168,28.6699929,77.23000403,71.1
169,27.59998069,78.05000565,294.2
170,30.32040895,78.05000565,40.1
171,31.10002545,77.16659704,30.1
172,33.45,76.24,53.3
173,30.71999697,76.78000565,4.0
174,22.09042035,82.15998734,73.1
175,22.2587,71.1924,319.4
176,21.30039105,76.13001949,230.3
177,19.25023195,73.16017493,408.1
178,15.491997,73.81800065,12.7
179,20.26657819,73.0166178,18.3
180,14.7504291,78.57002559,166.4
181,18.1124,79.0193,191.9
182,12.57038129,76.91999711,217.4
183,8.900372741,76.56999263,74.9
184,12.92038576,79.15004187,294.2
185,11.93499371,79.83000037,7.0
186,25.78541445,87.4799727,75.3
187,23.80039349,86.41998572,23.9
188,19.82042971,85.90001746,64.0
189,22.58039044,88.32994665,109.3
190,27.3333303,88.6166475,1.5
191,27.10039878,93.61660071,2.2
192,26.7499809,94.21666744,21.4
193,24.79997072,93.95001705,2.5
194,25.57049217,91.8800142,6.1
195,23.71039899,92.72001461,1.8
196,25.6669979,94.11657019,2.3
197,23.83540428,91.27999914,3.3
198,31.51997398,75.98000281,107.5
199,28.45000633,77.01999101,121.4
200,26.44999921,74.63998124,237.2
201,28.6699929,77.23000403,69.0
202,27.59998069,78.05000565,289.4
203,30.32040895,78.05000565,37.0
204,31.10002545,77.16659704,29.2
205,33.45,76.24,51.2
206,30.71999697,76.78000565,3.8
207,22.09042035,82.15998734,74.2
208,22.2587,71.1924,307.9
209,21.30039105,76.13001949,228.8
210,19.25023195,73.16017493,398.2
211,15.491997,73.81800065,10.9
212,20.26657819,73.0166178,18.1
213,14.7504291,78.57002559,160.8
214,18.1124,79.0193,190.8
215,12.57038129,76.91999711,201.0
216,8.900372741,76.56999263,68.2
217,12.92038576,79.15004187,279.2
218,11.93499371,79.83000037,6.5
219,25.78541445,87.4799727,76.2
220,23.80039349,86.41998572,23.3
221,19.82042971,85.90001746,63.6
222,22.58039044,88.32994665,102.9
223,27.3333303,88.6166475,1.6
224,27.10039878,93.61660071,2.3
225,26.7499809,94.21666744,20.7
226,24.79997072,93.95001705,2.6
227,25.57049217,91.8800142,6.2
228,23.71039899,92.72001461,1.8
229,25.6669979,94.11657019,2.1
230,23.83540428,91.27999914,3.3
231,31.51997398,75.98000281,132.5
232,28.45000633,77.01999101,148.2
233,26.44999921,74.63998124,197.0
234,28.6699929,77.23000403,89.2
235,27.59998069,78.05000565,258.6
236,30.32040895,78.05000565,35.9
237,31.10002545,77.16659704,25.3
238,33.45,76.24,37.9
239,30.71999697,76.78000565,3.9
240,22.09042035,82.15998734,77.2
241,22.2587,71.1924,260.0
242,21.30039105,76.13001949,162.5
243,19.25023195,73.16017493,400.9
244,15.491997,73.81800065,12.1
245,20.26657819,73.0166178,18.0
246,14.7504291,78.57002559,163.0
247,18.1124,79.0193,167.5
248,12.57038129,76.91999711,173.6
249,8.900372741,76.56999263,67.9
250,12.92038576,79.15004187,280.4
251,11.93499371,79.83000037,7.6
252,25.78541445,87.4799727,56.4
253,23.80039349,86.41998572,19.2
254,19.82042971,85.90001746,86.6
255,22.58039044,88.32994665,131.7
256,27.3333303,88.6166475,1.1
257,27.10039878,93.61660071,2.1
258,26.7499809,94.21666744,25.8
259,24.79997072,93.95001705,2.3
260,25.57049217,91.8800142,6.0
261,23.71039899,92.72001461,1.7
262,25.6669979,94.11657019,2.4
263,23.83540428,91.27999914,4.2
264,31.51997398,75.98000281,131.5
265,28.45000633,77.01999101,157.0
266,26.44999921,74.63998124,199.9
267,28.6699929,77.23000403,92.8
268,27.59998069,78.05000565,284.2
269,30.32040895,78.05000565,35.3
270,31.10002545,77.16659704,26.5
271,33.45,76.24,31.7
272,30.71999697,76.78000565,3.9
273,22.09042035,82.15998734,79.0
274,22.2587,71.1924,268.3
275,21.30039105,76.13001949,159.6
276,19.25023195,73.16017493,409.7
277,15.491997,73.81800065,12.1
278,20.26657819,73.0166178,17.8
279,14.7504291,78.57002559,168.8
280,18.1124,79.0193,173.4
281,12.57038129,76.91999711,176.0
282,8.900372741,76.56999263,68.9
283,12.92038576,79.15004187,290.8
284,11.93499371,79.83000037,7.9
285,25.78541445,87.4799727,69.9
286,23.80039349,86.41998572,21.8
287,19.82042971,85.90001746,78.8
288,22.58039044,88.32994665,140.1
289,27.3333303,88.6166475,1.1
290,27.10039878,93.61660071,2.1
291,26.7499809,94.21666744,25.8
292,24.79997072,93.95001705,2.4
293,25.57049217,91.8800142,6.2
294,23.71039899,92.72001461,1.7
295,25.6669979,94.11657019,2.1
296,23.83540428,91.27999914,4.3
297,31.51997398,75.98000281,130.3
298,28.45000633,77.01999101,145.3
299,26.44999921,74.63998124,187.7
300,28.6699929,77.23000403,79.5
301,27.59998069,78.05000565,281.4
302,30.32040895,78.05000565,30.1
303,31.10002545,77.16659704,23.9
304,33.45,76.24,37.3
305,30.71999697,76.78000565,3.4
306,22.09042035,82.15998734,80.7
307,22.2587,71.1924,275.0
308,21.30039105,76.13001949,154.3
309,19.25023195,73.16017493,405.2
310,15.491997,73.81800065,12.1
311,20.26657819,73.0166178,16.9
312,14.7504291,78.57002559,167.7
313,18.1124,79.0193,166.7
314,12.57038129,76.91999711,157.0
315,8.900372741,76.56999263,67.4
316,12.92038576,79.15004187,270.5
317,11.93499371,79.83000037,7.1
318,25.78541445,87.4799727,76.2
319,23.80039349,86.41998572,23.3
320,19.82042971,85.90001746,78.4
321,22.58039044,88.32994665,149.8
322,27.3333303,88.6166475,0.8
323,27.10039878,93.61660071,2.1
324,26.7499809,94.21666744,27.9
325,24.79997072,93.95001705,2.4
326,25.57049217,91.8800142,6.2
327,23.71039899,92.72001461,1.8
328,25.6669979,94.11657019,2.1
329,23.83540428,91.27999914,4.3
330,31.51997398,75.98000281,137.9
331,28.45000633,77.01999101,151.9
332,26.44999921,74.63998124,189.9
333,28.6699929,77.23000403,92.6
334,27.59998069,78.05000565,298.6
335,30.32040895,78.05000565,34.7
336,31.10002545,77.16659704,26.4
337,33.45,76.24,34.6
338,30.71999697,76.78000565,4.0
339,22.09042035,82.15998734,85.2
340,22.2587,71.1924,294.1
341,21.30039105,76.13001949,161.1
342,19.25023195,73.16017493,421.8
343,15.491997,73.81800065,12.2
344,20.26657819,73.0166178,17.6
345,14.7504291,78.57002559,168.1
346,18.1124,79.0193,173.2
347,12.57038129,76.91999711,163.5
348,8.900372741,76.56999263,69.9
349,12.92038576,79.15004187,298.4
350,11.93499371,79.83000037,8.0
351,25.78541445,87.4799727,82.3
352,23.80039349,86.41998572,24.3
353,19.82042971,85.90001746,82.4
354,22.58039044,88.32994665,154.7
355,27.3333303,88.6166475,1.0
356,27.10039878,93.61660071,2.1
357,26.7499809,94.21666744,30.1
358,24.79997072,93.95001705,2.5
359,25.57049217,91.8800142,6.0
360,23.71039899,92.72001461,1.8
361,25.6669979,94.11657019,2.0
362,23.83540428,91.27999914,4.6
363,31.51997398,75.98000281,135.8
364,28.45000633,77.01999101,141.4
365,26.44999921,74.63998124,186.9
366,28.6699929,77.23000403,89.4
367,27.59998069,78.05000565,310.0
368,30.32040895,78.05000565,36.7
369,31.10002545,77.16659704,26.4
370,33.45,76.24,32.7
371,30.71999697,76.78000565,3.8
372,22.09042035,82.15998734,87.6
373,22.2587,71.1924,301.2
374,21.30039105,76.13001949,168.6
375,19.25023195,73.16017493,408.3
376,15.491997,73.81800065,12.4
377,20.26657819,73.0166178,17.6
378,14.7504291,78.57002559,164.9
379,18.1124,79.0193,176.9
380,12.57038129,76.91999711,162.4
381,8.900372741,76.56999263,72.4
382,12.92038576,79.15004187,314.1
383,11.93499371,79.83000037,8.4
384,25.78541445,87.4799727,87.7
385,23.80039349,86.41998572,24.8
386,19.82042971,85.90001746,84.3
387,22.58039044,88.32994665,155.3
388,27.3333303,88.6166475,1.0
389,27.10039878,93.61660071,2.1
390,26.7499809,94.21666744,30.1
391,24.79997072,93.95001705,2.5
392,25.57049217,91.8800142,5.9
393,23.71039899,92.72001461,1.8
394,25.6669979,94.11657019,2.2
395,23.83540428,91.27999914,4.8
396,31.51997398,75.98000281,139.3
397,28.45000633,77.01999101,143.8
398,26.44999921,74.63998124,195.2
399,28.6699929,77.23000403,82.2
400,27.59998069,78.05000565,319.5
401,30.32040895,78.05000565,35.5
402,31.10002545,77.16659704,26.9
403,33.45,76.24,37.6
404,30.71999697,76.78000565,3.5
405,22.09042035,82.15998734,89.6
406,22.2587,71.1924,305.6
407,21.30039105,76.13001949,170.7
408,19.25023195,73.16017493,406.3
409,15.491997,73.81800065,12.4
410,20.26657819,73.0166178,18.5
411,14.7504291,78.57002559,163.3
412,18.1124,79.0193,177.0
413,12.57038129,76.91999711,156.7
414,8.900372741,76.56999263,69.6
415,12.92038576,79.15004187,305.9
416,11.93499371,79.83000037,8.3
417,25.78541445,87.4799727,88.2
418,23.80039349,86.41998572,24.8
419,19.82042971,85.90001746,85.7
420,22.58039044,88.32994665,143.9
421,27.3333303,88.6166475,0.9
422,27.10039878,93.61660071,2.1
423,26.7499809,94.21666744,31.7
424,24.79997072,93.95001705,2.5
425,25.57049217,91.8800142,5.4
426,23.71039899,92.72001461,1.8
427,25.6669979,94.11657019,2.1
428,23.83540428,91.27999914,5.0
429,31.51997398,75.98000281,141.1
430,28.45000633,77.01999101,142.9
431,26.44999921,74.63998124,185.4
432,28.6699929,77.23000403,77.8
433,27.59998069,78.05000565,326.7
434,30.32040895,78.05000565,34.3
435,31.10002545,77.16659704,25.6
436,33.45,76.24,39.5
437,30.71999697,76.78000565,3.2
438,22.09042035,82.15998734,88.0
439,22.2587,71.1924,290.5
440,21.30039105,76.13001949,170.2
441,19.25023195,73.16017493,392.1
442,15.491997,73.81800065,12.4
443,20.26657819,73.0166178,17.3
444,14.7504291,78.57002559,160.7
445,18.1124,79.0193,174.3
446,12.57038129,76.91999711,138.7
447,8.900372741,76.56999263,64.2
448,12.92038576,79.15004187,288.7
449,11.93499371,79.83000037,7.4
450,25.78541445,87.4799727,93.7
451,23.80039349,86.41998572,24.8
452,19.82042971,85.90001746,82.1
453,22.58039044,88.32994665,143.4
454,27.3333303,88.6166475,0.7
455,27.10039878,93.61660071,2.2
456,26.7499809,94.21666744,29.2
457,24.79997072,93.95001705,2.5
458,25.57049217,91.8800142,5.2
459,23.71039899,92.72001461,1.7
460,25.6669979,94.11657019,2.2
461,23.83540428,91.27999914,4.8
462,31.51997398,75.98000281,231.9
463,28.45000633,77.01999101,180.5
464,26.44999921,74.63998124,175.3
465,28.6699929,77.23000403,111.8
466,27.59998069,78.05000565,399.0
467,30.32040895,78.05000565,41.0
468,31.10002545,77.16659704,29.4
469,33.45,76.24,41.8
470,30.71999697,76.78000565,6.0
471,22.09042035,82.15998734,89.2
472,22.2587,71.1924,299.5
473,21.30039105,76.13001949,185.1
474,19.25023195,73.16017493,377.1
475,15.491997,73.81800065,11.3
476,20.26657819,73.0166178,18.9
477,14.7504291,78.57002559,155.2
478,18.1124,79.0193,161.3
479,12.57038129,76.91999711,175.2
480,8.900372741,76.56999263,68.5
481,12.92038576,79.15004187,301.4
482,11.93499371,79.83000037,7.6
483,25.78541445,87.4799727,93.5
484,23.80039349,86.41998572,22.1
485,19.82042971,85.90001746,82.6
486,22.58039044,88.32994665,152.9
487,27.3333303,88.6166475,0.7
488,27.10039878,93.61660071,2.2
489,26.7499809,94.21666744,31.3
490,24.79997072,93.95001705,2.3
491,25.57049217,91.8800142,5.6
492,23.71039899,92.72001461,1.8
493,25.6669979,94.11657019,2.2
494,23.83540428,91.27999914,5.8
495,31.51997398,75.98000281,253.8
496,28.45000633,77.01999101,196.4
497,26.44999921,74.63998124,197.2
498,28.6699929,77.23000403,115.6
499,27.59998069,78.05000565,412.5
500,30.32040895,78.05000565,41.7
501,31.10002545,77.16659704,29.8
502,33.45,76.24,42.3
503,30.71999697,76.78000565,5.6
504,22.09042035,82.15998734,83.5
505,22.2587,71.1924,282.0
506,21.30039105,76.13001949,183.7
507,19.25023195,73.16017493,368.4
508,15.491997,73.81800065,11.3
509,20.26657819,73.0166178,18.4
510,14.7504291,78.57002559,161.8
511,18.1124,79.0193,156.5
512,12.57038129,76.91999711,167.1
513,8.900372741,76.56999263,70.3
514,12.92038576,79.15004187,313.9
515,11.93499371,79.83000037,7.7
516,25.78541445,87.4799727,98.9
517,23.80039349,86.41998572,22.3
518,19.82042971,85.90001746,85.9
519,22.58039044,88.32994665,167.7
520,27.3333303,88.6166475,0.8
521,27.10039878,93.61660071,2.2
522,26.7499809,94.21666744,33.1
523,24.79997072,93.95001705,2.5
524,25.57049217,91.8800142,5.5
525,23.71039899,92.72001461,1.8
526,25.6669979,94.11657019,2.2
527,23.83540428,91.27999914,4.2
528,31.51997398,75.98000281,236.4
529,28.45000633,77.01999101,193.9
530,26.44999921,74.63998124,209.8
531,28.6699929,77.23000403,117.9
532,27.59998069,78.05000565,426.0
533,30.32040895,78.05000565,40.3
534,31.10002545,77.16659704,27.9
535,33.45,76.24,36.7
536,30.71999697,76.78000565,5.0
537,22.09042035,82.15998734,82.2
538,22.2587,71.1924,269.1
539,21.30039105,76.13001949,183.4
540,19.25023195,73.16017493,360.8
541,15.491997,73.81800065,11.3
542,20.26657819,73.0166178,18.3
543,14.7504291,78.57002559,169.9
544,18.1124,79.0193,169.4
545,12.57038129,76.91999711,182.5
546,8.900372741,76.56999263,71.6
547,12.92038576,79.15004187,321.5
548,11.93499371,79.83000037,8.2
549,25.78541445,87.4799727,106.1
550,23.80039349,86.41998572,24.1
551,19.82042971,85.90001746,89.1
552,22.58039044,88.32994665,175.9
553,27.3333303,88.6166475,0.8
554,27.10039878,93.61660071,2.5
555,26.7499809,94.21666744,32.5
556,24.79997072,93.95001705,2.5
557,25.57049217,91.8800142,5.8
558,23.71039899,92.72001461,1.6
559,25.6669979,94.11657019,2.3
560,23.83540428,91.27999914,4.3
561,31.51997398,75.98000281,229.8
562,28.45000633,77.01999101,201.8
563,26.44999921,74.63998124,197.6
564,28.6699929,77.23000403,121.9
565,27.59998069,78.05000565,437.9
566,30.32040895,78.05000565,42.4
567,31.10002545,77.16659704,28.7
568,33.45,76.24,38.5
569,30.71999697,76.78000565,5.3
570,22.09042035,82.15998734,86.8
571,22.2587,71.1924,260.2
572,21.30039105,76.13001949,183.7
573,19.25023195,73.16017493,371.2
574,15.491997,73.81800065,11.8
575,20.26657819,73.0166178,18.1
576,14.7504291,78.57002559,166.0
577,18.1124,79.0193,171.8
578,12.57038129,76.91999711,185.0
579,8.900372741,76.56999263,72.6
580,12.92038576,79.15004187,325.8
581,11.93499371,79.83000037,8.3
582,25.78541445,87.4799727,105.5
583,23.80039349,86.41998572,23.8
584,19.82042971,85.90001746,98.1
585,22.58039044,88.32994665,180.6
586,27.3333303,88.6166475,0.9
587,27.10039878,93.61660071,2.4
588,26.7499809,94.21666744,31.4
589,24.79997072,93.95001705,2.6
590,25.57049217,91.8800142,5.6
591,23.71039899,92.72001461,1.6
592,25.6669979,94.11657019,2.2
593,23.83540428,91.27999914,4.8
594,31.51997398,75.98000281,195.0
595,28.45000633,77.01999101,192.3
596,26.44999921,74.63998124,197.6
597,28.6699929,77.23000403,121.7
598,27.59998069,78.05000565,428.3
599,30.32040895,78.05000565,42.4
600,31.10002545,77.16659704,28.1
601,33.45,76.24,40.4
602,30.71999697,76.78000565,5.1
603,22.09042035,82.15998734,90.0
604,22.2587,71.1924,273.8
605,21.30039105,76.13001949,189.3
606,19.25023195,73.16017493,362.4
607,15.491997,73.81800065,11.8
608,20.26657819,73.0166178,17.7
609,14.7504291,78.57002559,153.9
610,18.1124,79.0193,152.0
611,12.57038129,76.91999711,184.7
612,8.900372741,76.56999263,72.4
613,12.92038576,79.15004187,325.4
614,11.93499371,79.83000037,8.3
615,25.78541445,87.4799727,106.7
616,23.80039349,86.41998572,25.0
617,19.82042971,85.90001746,96.5
618,22.58039044,88.32994665,178.9
619,27.3333303,88.6166475,0.9
620,27.10039878,93.61660071,2.1
621,26.7499809,94.21666744,33.0
622,24.79997072,93.95001705,2.6
623,25.57049217,91.8800142,5.6
624,23.71039899,92.72001461,1.7
625,25.6669979,94.11657019,2.2
626,23.83540428,91.27999914,5.5
627,31.51997398,75.98000281,207.1
628,28.45000633,77.01999101,182.9
629,26.44999921,74.63998124,189.7
630,28.6699929,77.23000403,112.2
631,27.59998069,78.05000565,407.9
632,30.32040895,78.05000565,39.8
633,31.10002545,77.16659704,28.8
634,33.45,76.24,41.7
635,30.71999697,76.78000565,5.2
636,22.09042035,82.15998734,87.5
637,22.2587,71.1924,276.7
638,21.30039105,76.13001949,187.9
639,19.25023195,73.16017493,356.6
640,15.491997,73.81800065,11.8
641,20.26657819,73.0166178,17.9
642,14.7504291,78.57002559,153.3
643,18.1124,79.0193,144.5
644,12.57038129,76.91999711,179.9
645,8.900372741,76.56999263,72.1
646,12.92038576,79.15004187,311.5
647,11.93499371,79.83000037,8.0
648,25.78541445,87.4799727,109.1
649,23.80039349,86.41998572,24.8
650,19.82042971,85.90001746,97.6
651,22.58039044,88.32994665,178.9
652,27.3333303,88.6166475,0.8
653,27.10039878,93.61660071,2.2
654,26.7499809,94.21666744,34.3
655,24.79997072,93.95001705,2.7
656,25.57049217,91.8800142,5.7
657,23.71039899,92.72001461,1.8
658,25.6669979,94.11657019,2.3
659,23.83540428,91.27999914,5.4
660,31.51997398,75.98000281,218.9
661,28.45000633,77.01999101,178.2
662,26.44999921,74.63998124,191.9
663,28.6699929,77.23000403,108.0
664,27.59998069,78.05000565,417.1
665,30.32040895,78.05000565,38.8
666,31.10002545,77.16659704,26.5
667,33.45,76.24,42.5
668,30.71999697,76.78000565,5.1
669,22.09042035,82.15998734,90.2
670,22.2587,71.1924,263.5
671,21.30039105,76.13001949,188.2
672,19.25023195,73.16017493,330.8
673,15.491997,73.81800065,8.2
674,20.26657819,73.0166178,16.3
675,14.7504291,78.57002559,152.6
676,18.1124,79.0193,150.3
677,12.57038129,76.91999711,157.5
678,8.900372741,76.56999263,65.5
679,12.92038576,79.15004187,295.3
680,11.93499371,79.83000037,7.6
681,25.78541445,87.4799727,111.0
682,23.80039349,86.41998572,23.8
683,19.82042971,85.90001746,97.2
684,22.58039044,88.32994665,173.0
685,27.3333303,88.6166475,0.6
686,27.10039878,93.61660071,2.3
687,26.7499809,94.21666744,33.3
688,24.79997072,93.95001705,2.5
689,25.57049217,91.8800142,5.7
690,23.71039899,92.72001461,1.8
691,25.6669979,94.11657019,2.4
692,23.83540428,91.27999914,4.9
693,31.51997398,75.98000281,136.0
694,28.45000633,77.01999101,150.5
695,26.44999921,74.63998124,227.2
696,28.6699929,77.23000403,109.3
697,27.59998069,78.05000565,395.8
698,30.32040895,78.05000565,41.5
699,31.10002545,77.16659704,27.3
700,33.45,76.24,44.3
701,30.71999697,76.78000565,4.8
702,22.09042035,82.15998734,105.7
703,22.2587,71.1924,391.4
704,21.30039105,76.13001949,219.7
705,19.25023195,73.16017493,499.4
706,15.491997,73.81800065,13.5
707,20.26657819,73.0166178,18.9
708,14.7504291,78.57002559,194.9
709,18.1124,79.0193,175.0
710,12.57038129,76.91999711,230.1
711,8.900372741,76.56999263,82.3
712,12.92038576,79.15004187,340.6
713,11.93499371,79.83000037,8.9
714,25.78541445,87.4799727,101.7
715,23.80039349,86.41998572,27.5
716,19.82042971,85.90001746,97.1
717,22.58039044,88.32994665,183.4
718,27.3333303,88.6166475,1.1
719,27.10039878,93.61660071,2.2
720,26.7499809,94.21666744,22.5
721,24.79997072,93.95001705,1.8
722,25.57049217,91.8800142,5.6
723,23.71039899,92.72001461,1.8
724,25.6669979,94.11657019,2.2
725,23.83540428,91.27999914,5.5
726,31.51997398,75.98000281,132.5
727,28.45000633,77.01999101,154.7
728,26.44999921,74.63998124,231.6
729,28.6699929,77.23000403,111.9
730,27.59998069,78.05000565,410.9
731,30.32040895,78.05000565,41.8
732,31.10002545,77.16659704,27.6
733,33.45,76.24,43.9
734,30.71999697,76.78000565,5.0
735,22.09042035,82.15998734,105.9
736,22.2587,71.1924,385.3
737,21.30039105,76.13001949,219.7
738,19.25023195,73.16017493,508.9
739,15.491997,73.81800065,13.5
740,20.26657819,73.0166178,18.8
741,14.7504291,78.57002559,193.7
742,18.1124,79.0193,177.3
743,12.57038129,76.91999711,214.8
744,8.900372741,76.56999263,79.5
745,12.92038576,79.15004187,332.7
746,11.93499371,79.83000037,9.1
747,25.78541445,87.4799727,105.0
748,23.80039349,86.41998572,25.9
749,19.82042971,85.90001746,98.0
750,22.58039044,88.32994665,175.5
751,27.3333303,88.6166475,1.2
752,27.10039878,93.61660071,2.3
753,26.7499809,94.21666744,21.3
754,24.79997072,93.95001705,2.5
755,25.57049217,91.8800142,5.6
756,23.71039899,92.72001461,1.6
757,25.6669979,94.11657019,2.2
758,23.83540428,91.27999914,4.5
759,31.51997398,75.98000281,134.3
760,28.45000633,77.01999101,155.2
761,26.44999921,74.63998124,232.4
762,28.6699929,77.23000403,114.2
763,27.59998069,78.05000565,408.7
764,30.32040895,78.05000565,40.2
765,31.10002545,77.16659704,25.7
766,33.45,76.24,43.7
767,30.71999697,76.78000565,5.1
768,22.09042035,82.15998734,103.7
769,22.2587,71.1924,380.2
770,21.30039105,76.13001949,218.4
771,19.25023195,73.16017493,456.0
772,15.491997,73.81800065,13.5
773,20.26657819,73.0166178,17.4
774,14.7504291,78.57002559,176.4
775,18.1124,79.0193,160.9
776,12.57038129,76.91999711,180.6
777,8.900372741,76.56999263,74.8
778,12.92038576,79.15004187,298.4
779,11.93499371,79.83000037,6.6
780,25.78541445,87.4799727,102.1
781,23.80039349,86.41998572,23.2
782,19.82042971,85.90001746,97.1
783,22.58039044,88.32994665,161.2
784,27.3333303,88.6166475,0.9
785,27.10039878,93.61660071,2.2
786,26.7499809,94.21666744,18.7
787,24.79997072,93.95001705,2.4
